title,company,price,year,km_driven,fuel_type,transmission,city,link
Maruti Suzuki Swift Dzire (2014),Maruti Suzuki,329000,2014,68000,Petrol,Manual,"South Extension, Delhi",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-south-extension-delhi-iid-1847409487
Honda Br-V (2016),Honda,490000,2016,62000,Petrol,Automatic,"Janakpuri, Delhi",https://www.olx.in/item/cars-c84-used-honda-brv-in-janakpuri-delhi-iid-1846426317
Renault Kiger (2024),Renault,542689,2024,9301,Petrol,Automatic,JP Nagar Phase,https://www.olx.in/item/cars-c84-used-renault-kiger-in-jp-nagar-phase-4-bengaluru-iid-1847359449
Maruti Suzuki Dzire (2024),Maruti Suzuki,595000,2024,60000,Petrol,Automatic,"Abids, Hyderabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-abids-hyderabad-iid-1847409545
Renault Kiger (2024),Renault,550000,2024,13000,Petrol,Manual,"Kadappakada, Kollam",https://www.olx.in/item/cars-c84-used-renault-kiger-in-kadappakada-kollam-iid-1847203087
Hyundai Santa Fe (2011),Hyundai,625000,2011,110000,Diesel,Manual,"Santhi Nagar, Tirunelveli",https://www.olx.in/item/cars-c84-used-hyundai-santa-fe-in-santhi-nagar-tirunelveli-iid-1847022696
Hyundai Creta (2016),Hyundai,600000,2016,78000,Petrol,Automatic,Greater Kailash,https://www.olx.in/item/cars-c84-used-hyundai-creta-in-greater-kailash-2-delhi-iid-1847409510
Honda Br-V (2016),Honda,490000,2016,62000,Petrol,Automatic,"Janakpuri, Delhi",https://www.olx.in/item/cars-c84-used-honda-brv-in-janakpuri-delhi-iid-1846426317
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Maruti Suzuki Baleno (2019),Maruti Suzuki,610000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Bmw 3 Series (2022),BMW,3700000,2022,43458,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-in-budh-vihar-moradabad-iid-1840913963
Maruti Suzuki Gypsy (2010),Maruti Suzuki,1250000,2010,22000,Petrol,Manual,"Raghavendra Extension, Bengaluru",https://www.olx.in/item/cars-c84-used-maruti-suzuki-gypsy-in-raghavendra-extension-bengaluru-iid-1847413707
Mahindra Xuv300 (2019),Mahindra,596000,2019,76449,Petrol,Manual,"Chokkanahalli, Bengaluru",https://www.olx.in/item/cars-c84-used-mahindra-xuv-300-in-chokkanahalli-bengaluru-iid-1846627954
Tata Punch (2024),Tata,715000,2024,25000,Petrol,Manual,"Police Chowky, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-police-chowky-moradabad-iid-1845746458
Renault Duster (2013),Renault,283400,2013,143433,Diesel,Manual,"Gandhi Nagar, Bengaluru",https://www.olx.in/item/cars-c84-used-renault-duster-in-gandhi-nagar-bengaluru-iid-1847214813
Porsche Cayenne (2022),Porsche,9900000,2022,42939,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-budh-vihar-moradabad-iid-1840047286
Maruti Suzuki Celerio (2015),Maruti Suzuki,360000,2015,105000,Petrol,Manual,"Industrial Area Hoshiarpur, Hoshiarpur",https://www.olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-industrial-area-hoshiarpur-hoshiarpur-iid-1847042623
Mahindra Xuv300 (2019),Mahindra,575000,2019,57941,Diesel,Manual,"Fazal Pur Lakdi, Moradabad",https://www.olx.in/item/cars-c84-used-mahindra-xuv-300-in-fazal-pur-lakdi-moradabad-iid-1839925623
Kia Sonet (2022),Kia,848100,2022,41894,Petrol,Automatic,"Defence Colony, Bengaluru",https://www.olx.in/item/cars-c84-used-kia-sonet-in-defence-colony-bengaluru-iid-1846424252
Hyundai Creta Facelift (2017),Hyundai,449000,2017,86000,Diesel,Manual,"Damdama, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-damdama-moradabad-iid-1847407946
Kia Sonet (2021),Kia,690000,2021,67530,Diesel,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-kia-sonet-in-delhi-road-moradabad-iid-1844744842
Bmw 3 Series Gran Limousine (2023),BMW,5000000,2023,3977,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-budh-vihar-moradabad-iid-1840722566
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Hyundai Creta Facelift (2021),Hyundai,825000,2021,79900,Petrol,Manual,"Baradari, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-baradari-moradabad-iid-1843095491
Mercedes-Benz Glc (2025),Mercedes,6800000,2025,3080,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-moradabad-uttar-pradesh-iid-1843267107
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Hyundai Creta Facelift (2017),Hyundai,449000,2017,86000,Diesel,Manual,"Damdama, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-damdama-moradabad-iid-1847407946
Audi Q8 (2023),Audi,7200000,2023,28010,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-q8-in-moradabad-uttar-pradesh-iid-1842891185
Bmw 5 Series (2022),BMW,4750000,2022,41814,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-5-series-in-moradabad-uttar-pradesh-iid-1840755799
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Maruti Suzuki Wagon R (2013),Maruti Suzuki,189000,2013,86643,Petrol,Manual,"Gagan Pul, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-gagan-pul-moradabad-iid-1846709062
Kia Seltos (2020),Kia,795000,2020,75120,Petrol,Automatic,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-kia-seltos-in-delhi-road-moradabad-iid-1844932150
Audi A3 Cabriolet (2020),Audi,5000000,2020,42174,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a3-cabriolet-in-moradabad-uttar-pradesh-iid-1842688433
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Hyundai Elite I20 (2015),Hyundai,395999,2015,66500,Petrol,Manual,"Azad Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-azad-nagar-moradabad-iid-1845460638
Hyundai Xcent (2018),Hyundai,375000,2018,87489,Petrol,Manual,"Fazal Pur Lakdi, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-xcent-in-fazal-pur-lakdi-moradabad-iid-1846999807
Hyundai Creta Facelift (2022),Hyundai,900000,2022,83500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-harthala-moradabad-iid-1845940262
Kia Seltos (2020),Kia,795000,2020,75120,Petrol,Automatic,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-kia-seltos-in-delhi-road-moradabad-iid-1844932150
Maruti Suzuki Wagon R (2013),Maruti Suzuki,189000,2013,86643,Petrol,Manual,"Gagan Pul, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-gagan-pul-moradabad-iid-1846709062
Mercedes-Benz Glc (2025),Mercedes,6800000,2025,3080,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-moradabad-uttar-pradesh-iid-1843267107
Maruti Suzuki Baleno (2019),Maruti Suzuki,610000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Mercedes-Benz Glc (2017),Mercedes,2000000,2017,63000,Diesel,Automatic,"Pili Kothi, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-pili-kothi-moradabad-iid-1833073004
Hyundai I10 (2012),Hyundai,165000,2012,74000,Petrol,Manual,"Station Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-station-road-moradabad-iid-1846975891
Skoda Slavia (2022),Skoda,1025000,2022,94990,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-skoda-slavia-in-moradabad-uttar-pradesh-iid-1840400509
Maruti Suzuki Wagon R (2017),Maruti Suzuki,258000,2017,66381,Petrol,Automatic,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-delhi-road-moradabad-iid-1839526705
Bmw X3 (2022),BMW,4500000,2022,34768,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-moradabad-uttar-pradesh-iid-1840738424
Hyundai Creta Facelift (2017),Hyundai,449000,2017,86000,Diesel,Manual,"Damdama, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-damdama-moradabad-iid-1847407946
Porsche Cayenne (2022),Porsche,9900000,2022,42939,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-budh-vihar-moradabad-iid-1840047286
Bmw 3 Series Gran Limousine (2023),BMW,5000000,2023,3977,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-budh-vihar-moradabad-iid-1840722566
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Maruti Suzuki Swift Dzire (2024),Maruti Suzuki,620000,2024,37808,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1843528374
Hyundai Creta Facelift (2022),Hyundai,900000,2022,83500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-harthala-moradabad-iid-1845940262
Hyundai I10 (2013),Hyundai,155000,2013,990997,Petrol,Manual,"Civil Lines Area, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-civil-lines-area-moradabad-iid-1847383997
Bmw X7 (2024),BMW,9200000,2024,28310,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x7-in-moradabad-uttar-pradesh-iid-1842125114
Volkswagen Vento (2012),Volkswagen,240000,2012,98000,Petrol,Manual,"Mazra Fazilpur, Moradabad",https://www.olx.in/item/cars-c84-used-volkswagen-vento-in-mazra-fazilpur-moradabad-iid-1843279013
Mercedes-Benz Gle (2022),Mercedes,6000000,2022,47894,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-in-moradabad-uttar-pradesh-iid-1835609502
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
Tata Nexon (2023),Tata,750000,2023,57800,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-tata-nexon-in-moradabad-uttar-pradesh-iid-1845400700
Porsche Cayenne (2022),Porsche,9900000,2022,42939,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-budh-vihar-moradabad-iid-1840047286
Honda Amaze (2013),Honda,255000,2013,86000,Petrol,Manual,"Rahmat Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-honda-amaze-in-rahmat-nagar-moradabad-iid-1843805882
Mercedes-Benz Gle (2022),Mercedes,6000000,2022,47894,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-in-moradabad-uttar-pradesh-iid-1835609502
Hyundai I10 (2013),Hyundai,155000,2013,990997,Petrol,Manual,"Civil Lines Area, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-civil-lines-area-moradabad-iid-1847383997
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Hyundai Grand I10 (2017),Hyundai,295000,2017,28700,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-delhi-road-moradabad-iid-1839116404
Maruti Suzuki Swift Dzire (2024),Maruti Suzuki,620000,2024,37808,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1843528374
Mahindra Bolero (2019),Mahindra,525000,2019,85105,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mahindra-bolero-in-moradabad-uttar-pradesh-iid-1843523779
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Bmw X3 (2022),BMW,4500000,2022,34768,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-moradabad-uttar-pradesh-iid-1840738424
Porsche Cayenne (2022),Porsche,9900000,2022,42939,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-budh-vihar-moradabad-iid-1840047286
Hyundai Elite I20 (2015),Hyundai,395999,2015,66500,Petrol,Manual,"Azad Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-azad-nagar-moradabad-iid-1845460638
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Hyundai Creta Facelift (2022),Hyundai,900000,2022,83500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-harthala-moradabad-iid-1845940262
Audi Q8 (2023),Audi,7200000,2023,28010,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-q8-in-moradabad-uttar-pradesh-iid-1842891185
Mahindra Xuv300 (2019),Mahindra,575000,2019,57941,Diesel,Manual,"Fazal Pur Lakdi, Moradabad",https://www.olx.in/item/cars-c84-used-mahindra-xuv-300-in-fazal-pur-lakdi-moradabad-iid-1839925623
Audi A3 Cabriolet (2020),Audi,5000000,2020,42174,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a3-cabriolet-in-moradabad-uttar-pradesh-iid-1842688433
Hyundai Creta (2024),Hyundai,1650000,2024,63857,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-in-moradabad-uttar-pradesh-iid-1843581589
Mahindra Xuv300 (2019),Mahindra,575000,2019,57941,Diesel,Manual,"Fazal Pur Lakdi, Moradabad",https://www.olx.in/item/cars-c84-used-mahindra-xuv-300-in-fazal-pur-lakdi-moradabad-iid-1839925623
Hyundai Creta Facelift (2022),Hyundai,900000,2022,83500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-harthala-moradabad-iid-1845940262
Honda Amaze (2013),Honda,255000,2013,86000,Petrol,Manual,"Rahmat Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-honda-amaze-in-rahmat-nagar-moradabad-iid-1843805882
Tata Punch (2025),Tata,720000,2025,34580,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-delhi-road-moradabad-iid-1845199804
Tata Punch (2024),Tata,715000,2024,25000,Petrol,Manual,"Police Chowky, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-police-chowky-moradabad-iid-1845746458
Hyundai I10 (2012),Hyundai,155000,2012,74000,Petrol,Manual,"Station Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-station-road-moradabad-iid-1846975891
Maruti Suzuki Ertiga (2017),Maruti Suzuki,560000,2017,78423,Diesel,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-delhi-road-moradabad-iid-1843572746
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Hyundai Elite I20 (2015),Hyundai,395999,2015,66500,Petrol,Manual,"Azad Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-azad-nagar-moradabad-iid-1845460638
Mercedes-Benz Glc (2025),Mercedes,6800000,2025,3080,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-moradabad-uttar-pradesh-iid-1843267107
Mercedes-Benz Glc (2017),Mercedes,2000000,2017,63000,Diesel,Automatic,"Pili Kothi, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-pili-kothi-moradabad-iid-1833073004
Tata Punch (2024),Tata,715000,2024,25000,Petrol,Manual,"Police Chowky, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-police-chowky-moradabad-iid-1845746458
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Hyundai Grand I10 (2017),Hyundai,295000,2017,28700,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-delhi-road-moradabad-iid-1839116404
Mercedes-Benz Glc (2025),Mercedes,6800000,2025,3080,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-moradabad-uttar-pradesh-iid-1843267107
Hyundai Creta Facelift (2022),Hyundai,900000,2022,83500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-harthala-moradabad-iid-1845940262
Maruti Suzuki Wagon R (2013),Maruti Suzuki,189000,2013,86643,Petrol,Manual,"Gagan Pul, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-gagan-pul-moradabad-iid-1846709062
Maruti Suzuki Wagon R (2025),Maruti Suzuki,424999,2025,19600,Petrol,Manual,"Diwan Ka Bazar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-diwan-ka-bazar-moradabad-iid-1847408195
Tata Punch (2025),Tata,720000,2025,34580,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-delhi-road-moradabad-iid-1845199804
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Bmw 3 Series Gran Limousine (2023),BMW,5000000,2023,3977,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-budh-vihar-moradabad-iid-1840722566
Bmw X7 (2024),BMW,9200000,2024,28310,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x7-in-moradabad-uttar-pradesh-iid-1842125114
Hyundai Creta Facelift (2017),Hyundai,449000,2017,86000,Diesel,Manual,"Damdama, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-damdama-moradabad-iid-1847407946
Tata Punch (2025),Tata,720000,2025,34580,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-delhi-road-moradabad-iid-1845199804
Maruti Suzuki Baleno (2019),Maruti Suzuki,610000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Bmw X3 (2022),BMW,4500000,2022,34768,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-moradabad-uttar-pradesh-iid-1840738424
Skoda Slavia (2022),Skoda,1025000,2022,94990,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-skoda-slavia-in-moradabad-uttar-pradesh-iid-1840400509
Maruti Suzuki Swift (2017),Maruti Suzuki,470000,2017,59000,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-delhi-road-moradabad-iid-1843966962
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Audi Q8 (2023),Audi,7200000,2023,28010,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-q8-in-moradabad-uttar-pradesh-iid-1842891185
